EncodingTrials.thisRepN,EncodingTrials.thisTrialN,EncodingTrials.thisN,EncodingTrials.thisIndex,RetrievalTrials.thisRepN,RetrievalTrials.thisTrialN,RetrievalTrials.thisN,RetrievalTrials.thisIndex,Instructions.started,Instructions.stopped,fixation.started,fixation.stopped,trialOrder,triplet1,triplet2,triplet3,Triplet1.started,Triplet1.stopped,Triplet2.started,Triplet2.stopped,Triplet3.started,Triplet3.stopped,sound_pop.started,sound_pop.stopped,sound_pop2.started,sound_pop2.stopped,sound_pop3.started,sound_pop3.stopped,Mask.started,Mask.stopped,encodingType,nextTrial,img1.started,img1.stopped,img2.started,img2.stopped,img3.started,img3.stopped,sound_pop4.started,sound_pop4.stopped,sound_pop5.started,sound_pop5.stopped,sound_pop6.started,sound_pop6.stopped,text_2.started,text_2.stopped,methodCheck,Method Clicked,text.started,text.stopped,sameText.started,sameText.stopped,diffText.started,diffText.stopped,leftCL.started,leftCL.stopped,rightCL.started,rightCL.stopped,MethodMouse.x,MethodMouse.y,MethodMouse.leftButton,MethodMouse.midButton,MethodMouse.rightButton,MethodMouse.time,MethodMouse.clicked_name,MethodMouse.started,MethodMouse.stopped,clickedSound.started,clickedSound.stopped,encodingTrials,BlockBreak.started,BlockBreak.stopped,text_4.started,text_4.stopped,start2.keys,start2.rt,start2.started,start2.stopped,retType,retIMG.started,retIMG.stopped,sound_pop7.started,sound_pop7.stopped,question_text.started,question_text.stopped,retTrials,decisionQ_2.started,decisionQ_2.stopped,first_left.started,first_left.stopped,second_middle.started,second_middle.stopped,third_right.started,third_right.stopped,First.started,First.stopped,Second.started,Second.stopped,Third.started,Third.stopped,Order_Position_Response.x,Order_Position_Response.y,Order_Position_Response.leftButton,Order_Position_Response.midButton,Order_Position_Response.rightButton,Order_Position_Response.clicked_name,Order_Position_Response.started,Order_Position_Response.stopped,participant,date,expName,psychopyVersion,frameRate,
16,0,16,0,,,,,,,319.6749495000113,None,RML,images/OBJ_120.png,images/OBJ_105.png,images/OBJ_97.png,321.23386459995527,322.736565899977,323.23642219998874,324.7360010999837,325.23585269995965,None,321.23713757996444,None,323.23647296999695,None,325.2363022699777,None,326.735961999977,None,same,RLM,328.29474399995524,329.8016149000032,330.28442489996087,331.7844455000013,332.28430900000967,None,328.3016018799622,None,330.28439216997356,None,332.28380727000183,None,333.7838692999794,None,1,['leftCL'],334.78358049999224,None,334.78358049999224,None,334.78358049999224,None,334.78358049999224,None,334.78358049999224,None,-0.18359375,-0.3759765625,1,0,0,0.41605040000285953,leftCL,0.016317670058924705,None,335.1996790699835,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OE1001,2023-10-10_10h20.30.086,exp,2021.1.4,60.02119948837275,
17,0,17,0,,,,,,,335.843795599998,None,RML,images/OBJ_173.png,images/OBJ_119.png,images/OBJ_16.png,337.38884789997246,338.89861719997134,339.38178549997974,340.88134199997876,341.38165090000257,None,337.39956517997194,None,339.38226416998657,None,341.3817036699678,None,342.880775299971,None,same,RLM,344.4159432000015,345.9302456000005,346.4130623000092,347.9126073999796,348.41296559997136,None,344.41407160998205,None,346.41306216997907,None,348.41249947000176,None,349.9121626999695,None,1,['leftCL'],350.91178069997113,None,350.91178069997113,None,350.91178069997113,None,350.91178069997113,None,350.91178069997113,None,-0.1796875,-0.3544921875,1,0,0,0.299957400013227,leftCL,0.01637616998050362,None,351.21160606999763,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OE1001,2023-10-10_10h20.30.086,exp,2021.1.4,60.02119948837275,
18,0,18,0,,,,,,,351.85244879999664,None,LMR,images/OBJ_121.png,images/OBJ_194.png,images/OBJ_107.png,353.4082473999588,354.9111275000032,355.41085649997694,356.91048129997216,357.41038169997046,None,353.4110726799932,None,355.41096606996723,None,357.4099043699738,None,358.9094250999624,None,same,RLM,360.45646759995725,361.9590423000045,362.4585426999838,363.958444399992,364.45780629996443,None,360.458939579979,None,362.45837377000714,None,364.45782156999337,None,365.95740959997056,None,1,['leftCL'],366.9571432999801,None,366.9571432999801,None,366.9571432999801,None,366.9571432999801,None,366.9571432999801,None,-0.158203125,-0.353515625,1,0,0,0.282775399973616,leftCL,0.016345869982615113,None,367.240370269987,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OE1001,2023-10-10_10h20.30.086,exp,2021.1.4,60.02119948837275,
19,0,19,0,,,,,,,367.88897859997815,None,RML,images/OBJ_209.png,images/OBJ_30.png,images/OBJ_130.png,369.4358494000044,370.9392326999805,371.4224101,372.92199830000754,373.4385178000084,None,369.4402903800015,None,371.4229531699733,None,373.43852766999623,None,374.93807430000743,None,same,RLM,376.4761688999715,377.9871922999737,378.4703811999643,379.96994310000446,380.46983919997,None,376.4877057799836,None,378.4704018699762,None,380.46985916997653,None,381.969880699995,None,1,['leftCL'],382.9691015999997,None,382.9691015999997,None,382.9691015999997,None,382.9691015999997,None,382.9691015999997,None,-0.158203125,-0.353515625,1,0,0,0.31660960003500804,leftCL,0.016358970024157315,None,383.28572746995485,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OE1001,2023-10-10_10h20.30.086,exp,2021.1.4,60.02119948837275,
20,0,20,0,,,,,,,383.9386460999958,None,LRM,images/OBJ_70.png,images/OBJ_152.png,images/OBJ_196.png,385.49640249996446,387.00124329997925,387.4844192999881,388.98441340000136,389.48384399997303,None,385.50177267999385,None,387.4849776699615,None,389.48436326999797,None,390.9834305999684,None,same,RLM,392.52702559996396,394.03250859997934,394.51572029996896,396.0153266999987,396.51513839996187,None,392.53346457998265,None,394.5157622699684,None,396.51519516995756,None,398.0147704000119,None,1,['leftCL'],399.01444349996746,None,399.01444349996746,None,399.01444349996746,None,399.01444349996746,None,399.01444349996746,None,-0.158203125,-0.353515625,1,0,0,0.5499136000289582,leftCL,0.016339969995897263,None,399.56483726995646,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OE1001,2023-10-10_10h20.30.086,exp,2021.1.4,60.02119948837275,
21,0,21,0,,,,,,,400.22083080001175,None,RLM,images/OBJ_145.png,images/OBJ_67.png,images/OBJ_138.png,401.77134119998664,403.2798944999813,403.7630571000045,405.26262579998,405.7624754999997,None,401.78091017997355,None,403.7630681700015,None,405.7624947700009,None,407.26208129996667,None,same,RLM,408.797149799997,410.3111452999874,410.7943505999865,412.29439389996696,412.7938227999839,None,408.7949419099779,None,410.79442716995834,None,412.79375596996977,None,414.2933868999826,None,1,['leftCL'],415.2930606000009,None,415.2930606000009,None,415.2930606000009,None,415.2930606000009,None,415.2930606000009,None,-0.1650390625,-0.318359375,1,0,0,0.34977029997389764,leftCL,0.01632577000418678,None,415.64345236996303,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OE1001,2023-10-10_10h20.30.086,exp,2021.1.4,60.02119948837275,
22,0,22,0,,,,,,,416.2887061999645,None,LMR,images/OBJ_99.png,images/OBJ_87.png,images/OBJ_37.png,417.8378109000041,419.341863300011,419.82547340000747,421.32464599999366,421.8415257000015,None,417.8423781799734,None,419.8256084699591,None,421.8411278699699,None,423.34118769998895,None,same,RLM,424.8831855999888,426.38980549998814,426.87302170001203,428.37299730000086,428.87287959997775,None,424.8906933799968,None,426.87303756998733,None,428.8729300699837,None,430.3719868999906,None,1,['leftCL'],431.3717159999651,None,431.3717159999651,None,431.3717159999651,None,431.3717159999651,None,431.3717159999651,None,-0.1337890625,-0.3134765625,1,0,0,0.3662603000411764,leftCL,0.016380170010961592,None,431.7383069699921,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OE1001,2023-10-10_10h20.30.086,exp,2021.1.4,60.02119948837275,
23,0,23,0,,,,,,,432.3892715999973,None,LMR,images/OBJ_5.png,images/OBJ_182.png,images/OBJ_39.png,433.9476055999985,435.45382029999746,435.9370383999776,437.43656740000006,437.9364494999754,None,433.9543775799917,None,435.93743186997597,None,437.9364900699642,None,439.43605540000135,None,same,RLM,440.97832789999666,442.4850897999713,442.9683096999652,444.4683827999979,444.9684006999596,None,440.98603687996507,None,442.9688470700115,None,444.96832196997127,None,446.4839519999805,None,1,['leftCL'],447.48371329996735,None,447.48371329996735,None,447.48371329996735,None,447.48371329996735,None,447.48371329996735,None,-0.15234375,-0.322265625,1,0,0,0.2666694999788888,leftCL,0.01636266999412328,None,447.7503451699798,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OE1001,2023-10-10_10h20.30.086,exp,2021.1.4,60.02119948837275,
24,0,24,0,,,,,,,448.3964275000035,None,LMR,images/OBJ_181.png,images/OBJ_112.png,images/OBJ_43.png,449.9494750999729,451.44923049997305,451.9490817000042,453.4486246999586,453.94854309997754,None,449.9502179799834,None,451.94959126995525,None,453.9484592700086,None,455.4480501000071,None,diff,MRL,456.9944666000083,458.49715309997555,458.996998699964,460.49656790000154,460.99687129998347,None,456.9980991799617,None,458.99703626998814,None,460.9969566699641,None,462.4965219000005,None,1,['rightCL'],463.4957379999687,None,463.4957379999687,None,463.4957379999687,None,463.4957379999687,None,463.4957379999687,None,0.11328125,-0.359375,1,0,0,0.6336240000091493,rightCL,0.016303970012813807,None,464.12938487000645,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OE1001,2023-10-10_10h20.30.086,exp,2021.1.4,60.02119948837275,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,464.62866290000966,None,None,None,q,413.7995750000118,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OE1001,2023-10-10_10h20.30.086,exp,2021.1.4,60.02119948837275,
,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.24204727000904,None,,,,,,,,,,old,471.4218761000084,None,471.4270096399821,None,472.9262991999858,None,1,473.92603520001285,None,474.90902419999475,None,474.90902419999475,None,474.90902419999475,None,474.90902419999475,None,474.90902419999475,None,474.90902419999475,None,-0.0302734375,0.056640625,1,0,0,first_left,1.0155668699881062,None,OE1001,2023-10-10_10h20.30.086,exp,2021.1.4,60.02119948837275,
,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.7740597699943,None,,,,,,,,,,old,476.9139840999851,None,476.90909226996007,None,478.4246758999652,None,2,479.4248833999736,None,480.40807800000766,None,480.40807800000766,None,480.40807800000766,None,480.40807800000766,None,480.40807800000766,None,480.40807800000766,None,-0.00390625,0.07421875,1,0,0,first_left,1.0158813699963503,None,OE1001,2023-10-10_10h20.30.086,exp,2021.1.4,60.02119948837275,
,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.28825776995507,None,,,,,,,,,,old,481.44495769997593,None,481.4411447699589,None,482.95676569995703,None,3,483.95642929995665,None,484.9228247999563,None,484.9228247999563,None,484.9228247999563,None,484.9228247999563,None,484.9228247999563,None,484.9228247999563,None,-0.0234375,0.033203125,1,0,0,first_left,0.9992138700326905,None,OE1001,2023-10-10_10h20.30.086,exp,2021.1.4,60.02119948837275,
,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.82025346998705,None,,,,,,,,,,old,489.9633656999795,None,489.9719788399641,None,491.47090249997564,None,4,492.4706037999713,None,493.43700390000595,None,493.43700390000595,None,493.43700390000595,None,493.43700390000595,None,493.43700390000595,None,493.43700390000595,None,0.0,0.0810546875,1,0,0,first_left,0.9991358700208366,None,OE1001,2023-10-10_10h20.30.086,exp,2021.1.4,60.02119948837275,
,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.7021907699585,None,,,,,,,,,,old,494.4858991999645,None,494.48741346999884,None,495.9862310999888,None,5,496.9864528999897,None,497.9523205999867,None,497.9523205999867,None,497.9523205999867,None,497.9523205999867,None,497.9523205999867,None,497.9523205999867,None,0.0205078125,-0.2666015625,1,0,0,third_right,1.0153096700669266,None,OE1001,2023-10-10_10h20.30.086,exp,2021.1.4,60.02119948837275,
,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.2008860699774,None,,,,,,,,,,old,499.36637730000075,None,499.3693440699775,None,500.8686906999792,None,6,501.86838629998965,None,502.83431129995733,None,502.83431129995733,None,502.83431129995733,None,502.83431129995733,None,502.83431129995733,None,502.83431129995733,None,0.0048828125,0.0380859375,1,0,0,first_left,0.999124469992239,None,OE1001,2023-10-10_10h20.30.086,exp,2021.1.4,60.02119948837275,
,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.74959866999995,None,,,,,,,,,,old,503.8745549999876,None,503.88427643997125,None,505.38356759998715,None,7,506.38326619996224,None,507.34966929996153,None,507.34966929996153,None,507.34966929996153,None,507.34966929996153,None,507.34966929996153,None,507.34966929996153,None,0.0126953125,-0.236328125,1,0,0,third_right,0.9991854699910618,None,OE1001,2023-10-10_10h20.30.086,exp,2021.1.4,60.02119948837275,
,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.2982158699946,None,,,,,,,,,,old,508.4118788999622,None,508.4162661699869,None,509.9155713999644,None,8,510.91530589998,None,511.898306099989,None,511.898306099989,None,511.898306099989,None,511.898306099989,None,511.898306099989,None,511.898306099989,None,-0.02734375,0.0634765625,1,0,0,first_left,0.9992750699748285,None,OE1001,2023-10-10_10h20.30.086,exp,2021.1.4,60.02119948837275,
,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.8465905700053,None,,,,,,,,,,old,512.9686007999699,None,512.9648659699654,None,514.4809417999932,None,9,515.4810785999871,None,516.4470164999948,None,516.4470164999948,None,516.4470164999948,None,516.4470164999948,None,516.4470164999948,None,516.4470164999948,None,0.044921875,-0.248046875,1,0,0,third_right,1.0154109700233676,None,OE1001,2023-10-10_10h20.30.086,exp,2021.1.4,60.02119948837275,
,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.295400969981,None,,,,,,,,,,old,518.5123191999737,None,518.513274669944,None,520.0130782999913,None,10,521.0123282999848,None,521.9792446999927,None,521.9792446999927,None,521.9792446999927,None,521.9792446999927,None,521.9792446999927,None,521.9792446999927,None,0.0224609375,-0.2646484375,1,0,0,third_right,0.9996409699087963,None,OE1001,2023-10-10_10h20.30.086,exp,2021.1.4,60.02119948837275,
,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.9606373699556,None,,,,,,,,,,old,522.9589789999882,None,522.9624919699912,None,524.46182029997,None,11,525.4615310999798,None,526.4274432999664,None,526.4274432999664,None,526.4274432999664,None,526.4274432999664,None,526.4274432999664,None,526.4274432999664,None,-0.0390625,0.0517578125,1,0,0,first_left,0.9991125699598342,None,OE1001,2023-10-10_10h20.30.086,exp,2021.1.4,60.02119948837275,
,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.4593431699963,None,,,,,,,,,,old,527.6195559999906,None,527.6277765699837,None,529.1266050999984,None,12,530.1263609000016,None,531.0932071999996,None,531.0932071999996,None,531.0932071999996,None,531.0932071999996,None,531.0932071999996,None,531.0932071999996,None,-0.0185546875,-0.0634765625,1,0,0,second_middle,0.9995806700317189,None,OE1001,2023-10-10_10h20.30.086,exp,2021.1.4,60.02119948837275,
,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.7408329699596,None,,,,,,,,,,old,532.1227031999733,None,532.1264818699623,None,533.6253039999865,None,13,534.6255288000102,None,535.6080886999844,None,535.6080886999844,None,535.6080886999844,None,535.6080886999844,None,535.6080886999844,None,535.6080886999844,None,0.041015625,-0.0537109375,1,0,0,second_middle,1.0153608699911274,None,OE1001,2023-10-10_10h20.30.086,exp,2021.1.4,60.02119948837275,
,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.2395178699575,None,,,,,,,,,,old,538.413447799976,None,538.4246893399511,None,539.9234493999975,None,14,540.9237107000081,None,541.8900339999818,None,541.8900339999818,None,541.8900339999818,None,541.8900339999818,None,541.8900339999818,None,541.8900339999818,None,0.01171875,0.0986328125,1,0,0,first_left,0.9995516699855216,None,OE1001,2023-10-10_10h20.30.086,exp,2021.1.4,60.02119948837275,
,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.2383158700017,None,,,,,,,,,,old,542.9021662999876,None,542.9066989699553,None,544.4060709999758,None,15,545.4052364999661,None,546.3883058999781,None,546.3883058999781,None,546.3883058999781,None,546.3883058999781,None,546.3883058999781,None,546.3883058999781,None,0.0458984375,-0.302734375,1,0,0,third_right,1.0154248700127937,None,OE1001,2023-10-10_10h20.30.086,exp,2021.1.4,60.02119948837275,
,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553.7700254700088,None,,,,,,,,,,old,548.9021260999725,None,548.9044213699584,None,550.403827800008,None,16,551.4034831000026,None,552.3865354000009,None,552.3865354000009,None,552.3865354000009,None,552.3865354000009,None,552.3865354000009,None,552.3865354000009,None,0.033203125,-0.28125,1,0,0,third_right,1.015362770005595,None,OE1001,2023-10-10_10h20.30.086,exp,2021.1.4,60.02119948837275,
,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.201592970005,None,,,,,,,,,,old,554.4309777999879,None,554.4362165699771,None,555.9355629999773,None,17,556.9352366999956,None,557.9020846000058,None,557.9020846000058,None,557.9020846000058,None,557.9020846000058,None,557.9020846000058,None,557.9020846000058,None,-0.0244140625,0.0712890625,1,0,0,first_left,0.999139669991564,None,OE1001,2023-10-10_10h20.30.086,exp,2021.1.4,60.02119948837275,
,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.7668978700007,None,,,,,,,,,,old,558.8618956999853,None,558.8681812699709,None,560.36758739996,None,18,561.3673169999965,None,562.3508064000052,None,562.3508064000052,None,562.3508064000052,None,562.3508064000052,None,562.3508064000052,None,562.3508064000052,None,-0.005859375,-0.2353515625,1,0,0,third_right,1.0158183699822985,None,OE1001,2023-10-10_10h20.30.086,exp,2021.1.4,60.02119948837275,
,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567.248926770006,None,,,,,,,,,,old,563.4342418999877,None,563.4340512699622,None,564.9329136000015,None,19,565.9326246000128,None,566.8994856000063,None,566.8994856000063,None,566.8994856000063,None,566.8994856000063,None,566.8994856000063,None,566.8994856000063,None,0.001953125,-0.2578125,1,0,0,third_right,0.999470470007509,None,OE1001,2023-10-10_10h20.30.086,exp,2021.1.4,60.02119948837275,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,old,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
